Unnamed: 0_wildfire,id,fire_number,year,discovered_date,date_wildfire,detection_agent_type,smoke_type,smoke_color,smoke_base_size,condition_of_smoke,latitude_wildfire,longitude_wildfire,dispatch_date,dispatched_resource,ia_getaway_time,assessment_datetime,assessment_size,assessment_result,assessment_resource,fire_spread_rate,fire_type,fuel_type,fire_position_on_slope,comments,general_cause,eco_zone_flag,wui_indicator,temperature,relative_humidity_wildfire,wind_direction,wind_speed,weather_conditions_over_fire,initial_action_by,ia_arrival_at_fire_date,ia_access,air_ff_start_date,air_ff_start_size,ground_ff_start_date,ground_ff_start_size,bucketing_on_fire,distance_from_water_source,first_bucket_drop_date,first_bh_date,first_bh_size,first_uc_date,first_uc_size,first_to_date,first_to_size,first_ex_date,first_ex_size_perimeter,current_size,size_class,ia_getaway_obj,ia_start_size_obj,first_burn_period_obj,contained_size_obj,geometry,FA_NAME,forest_area,hour_of_day,date_day,Unnamed: 0_weather,station_id,date_weather,update_timestamp,dry_bulb_temperature,dew_point,relative_humidity_weather,rain_mm,snow_cm,hail_mm,precipitation_mm,wind_speed_kmh,wind_gust_kmh,wind_azimuth,ffmc,dmc,dc,isi,bui,fwi,dsr,latitude_weather,longitude_weather
273,217,E01002,1996,5/19/1996 13:22,1996-05-19 13:41:00,LKT,HC,LG,S,,57.2789,-111.5762,5/19/1996 13:41,HAC,Project Status,5/19/1996 19:37,0.4,,,0.1,Surface,M1,Lower 1/3,,Recreation,,N,,,NE,15.0,Cloudy,HAC1H,,,,,,,,,,5/19/1996 15:30,0.4,5/19/1996 15:30,0.4,,,5/19/1996 18:15,0.4,0.4,B,,?,Y,Y,POINT (706296.5591652626 6351080.192912216),Fort McMurray Forest Area,Fort McMurray,13.68333333,1996-05-19,171761,BM,1996-05-19,,16.5,6.0,49.82,0.0,0.0,0.0,0.0,3.0,,135,87.1,20.8,72.1,3.3,24.2,6.1,0.66,57.37,-111.54
280,969,S02031,1996,9/11/1996 11:37,1996-09-11 11:45:00,LKT,LC,LG,S,,51.1432,-115.0067,9/11/1996 11:45,HAC,5  minutes,9/11/1996 12:00,0.5,,,2.0,Surface,O1a,Middle 1/3,"Boundary Fire Truck, Exshaw FD",Recreation,,N,,,SE,10.0,Clear,HAC1H,,,,,,,,,,9/11/1996 12:30,1.0,9/11/1996 13:00,1.0,9/11/1996 13:40,1.0,9/11/1996 13:40,1.0,1.0,B,Y,?,Y,Y,POINT (499531.4998830772 5663482.279934895),Calgary Forest Area,Calgary,11.75,1996-09-11,184001,BP,1996-09-11,,16.0,1.9,38.54,0.0,0.0,0.0,0.0,11.0,,90,87.3,15.3,292.2,5.1,27.0,9.5,1.46,51.05,-115.08
289,831,N01004,1996,8/11/1996 21:00,1996-08-11 21:01:00,LKT,S,LG,S,,53.3913,-117.5831,8/11/1996 21:01,HAC,10  minutes,8/12/1996 8:04,0.01,,,0.0,Ground,C3,Upper 1/3,,Lightning,,N,,,SW,5.0,Clear,HAC1H,,,,,,,,,,8/12/1996 8:15,0.01,8/12/1996 8:15,0.01,,,8/12/1996 9:28,0.01,0.01,A,N,?,Y,Y,POINT (328304.0500195951 5916541.324797258),Edson Forest Area,Edson,21.01666667,1996-08-11,443792,E6,1996-08-11,,25.0,12.3,45.14,0.0,0.0,0.0,0.0,6.0,,135,90.9,38.6,438.8,6.6,63.2,18.6,4.81,53.39,-117.6
293,794,S02020,1996,8/1/1996 14:25,1996-08-01 14:25:00,UNP,S,MG,S,,51.1395,-115.0533,,,,8/1/1996 15:00,0.01,,,0.1,Surface,C3,Flat,,Resident,,N,,,W,5.0,Clear,Public,,,,,,,,,,8/1/1996 15:13,0.01,8/1/1996 15:13,0.01,,,8/1/1996 15:50,0.01,0.01,A,,,Y,Y,POINT (496272.6788525396 5663072.309255281),Calgary Forest Area,Calgary,14.41666667,1996-08-01,183960,BP,1996-08-01,,18.5,-5.6,18.92,0.0,0.0,0.0,0.0,13.0,,90,92.4,40.0,247.1,11.6,56.9,26.3,8.86,51.05,-115.08
300,489,S02014,1996,6/14/1996 20:10,1996-06-14 20:15:00,UNP,,,,,51.3144,-114.9499,6/14/1996 20:15,HAC,30  minutes,6/14/1996 20:45,0.1,,,0.1,Surface,C3,Flat,,Recreation,,N,,,CLM,0.0,Clear,HAC1H,,,,,,,,,,6/14/1996 21:30,0.1,6/14/1996 21:30,0.1,,,6/14/1996 22:30,0.1,0.1,A,Y,?,Y,Y,POINT (503490.2877082928 5682514.667014257),Calgary Forest Area,Calgary,20.25,1996-06-14,630818,GH,1996-06-14,,18.5,1.6,32.2,0.0,0.0,0.0,0.0,5.0,,45,91.5,49.4,179.0,6.9,58.5,18.4,4.72,51.32,-114.94
301,892,N02012,1996,8/24/1996 13:12,1996-08-24 13:16:00,LKT,HC,LG,S,,53.6428,-115.5248,8/24/1996 13:16,Forest Officer,30  minutes,8/24/1996 15:01,0.5,,,0.2,Crown,C1,Bottom,,Lightning,,N,,,NE,8.0,Clear,Forest Officer,,,,,,,,,,8/24/1996 16:58,0.5,8/24/1996 17:38,0.5,,,8/25/1996 16:00,0.5,0.5,B,Y,Y,Y,Y,POINT (465319.8069545198 5941530.054556861),Edson Forest Area,Edson,13.26666667,1996-08-24,351128,CQ,1996-08-24,,19.0,10.6,58.16,0.01,0.0,0.0,0.01,5.0,,315,88.1,16.5,141.8,4.2,25.6,7.8,1.04,53.61,-115.57
303,893,S02027,1996,8/26/1996 14:58,1996-08-26 15:05:00,LKT,S,LG,S,,51.1396,-114.9835,,,,8/26/1996 15:23,2.0,,,4.0,Surface,O1b,Bottom,Pumper truck from Boundary R.S,Resident,,N,,,W,25.0,Clear,Indian Reservation,,,,,,,,,,8/26/1996 15:41,2.0,8/26/1996 16:12,2.0,8/26/1996 17:40,2.0,8/26/1996 17:40,2.0,2.0,B,,,Y,Y,POINT (501153.8586823273 5663082.204839663),Calgary Forest Area,Calgary,15.08333333,1996-08-26,183985,BP,1996-08-26,,23.5,-6.8,12.69,0.0,0.0,0.0,0.0,18.0,,45,95.6,74.7,368.1,23.2,99.1,53.9,31.57,51.05,-115.08
308,912,S03028,1996,8/30/1996 19:18,1996-08-30 19:21:00,LKT,LC,LG,S,,52.7247,-115.7527,8/30/1996 19:21,RAP,5  minutes,8/30/1996 19:58,0.1,,,0.1,Surface,C3,Middle 1/3,NIL,Lightning,,N,,,NW,5.0,Cloudy,HAC1R,,,,,,,,,,8/30/1996 20:06,0.1,8/30/1996 20:06,0.1,,,8/30/1996 20:40,0.1,0.1,A,Y,?,Y,Y,POINT (449186.0354383598 5839574.394698548),Rocky Mountain House Forest Area,Rocky Mountain House,19.35,1996-08-30,47045,AU,1996-08-30,,26.5,9.0,33.15,0.0,0.0,0.0,0.0,15.0,,45,91.8,45.9,220.1,11.9,60.3,27.6,9.64,52.65,-115.72
310,916,N02016,1996,8/30/1996 18:53,1996-08-30 18:53:00,AIR,,,,,52.9764,-116.5661,8/30/1996 18:53,HAC,10  minutes,8/30/1996 21:57,0.1,,,2.0,Surface,C1,Flat,,Lightning,,N,,,SE,15.0,CB Dry,HAC1H,,,,,,,,,,8/30/1996 20:06,0.1,8/30/1996 20:06,0.1,,,8/31/1996 10:20,0.1,0.1,A,Y,?,Y,Y,POINT (394886.8144631844 5868443.485787741),Edson Forest Area,Edson,18.88333333,1996-08-30,873545,LO,1996-08-30,,25.0,5.4,28.31,0.01,0.0,0.0,0.01,15.0,,315,92.2,46.4,327.5,12.5,68.5,30.3,11.4,53.03,-116.66
315,934,S01010,1996,8/30/1996 20:12,1996-08-30 20:13:00,GRP,,,,,49.6294,-114.5705,8/30/1996 20:13,Forest Officer,Project Status,8/30/1996 20:15,0.01,,,3.0,Ground,O1b,Flat,"pumper truck, hand tools",Forest Industry,,N,,,W,50.0,Clear,Forest Officer,,,,,,,,,,8/30/1996 20:15,0.01,8/30/1996 20:30,0.01,8/30/1996 22:41,0.01,8/30/1996 22:42,0.01,0.01,A,,Y,Y,Y,POINT (531004.5155662984 5495315.709569084),Calgary Forest Area,Calgary,20.21666667,1996-08-30,725765,IS,1996-08-30,,22.5,2.5,26.83,0.0,0.0,0.0,0.0,7.0,,360,92.3,75.4,354.7,8.4,98.4,27.8,9.78,49.57,-114.5
320,961,S03030,1996,9/4/1996 0:00,1996-09-04 11:30:00,UNP,,,,,52.4556,-116.1441,9/4/1996 11:30,HAC,60  minutes,9/4/1996 13:43,0.1,,,0.0,Ground,C2,Middle 1/3,,Undetermined,,N,,,CLM,0.0,Cloudy,HAC1H,,,,,,,,,,9/4/1996 13:43,0.1,9/4/1996 13:43,0.1,,,9/4/1996 15:30,0.1,0.1,A,N,?,Y,Y,POINT (422289.1993556707 5810002.908272025),Rocky Mountain House Forest Area,Rocky Mountain House,11.5,1996-09-04,218435,BY,1996-09-04,,1.0,1.0,100.0,0.0,1.5,0.0,1.5,0.0,,0,55.5,48.8,240.1,0.3,64.7,0.6,0.01,52.53,-116.13
320,961,S03030,1996,9/4/1996 0:00,1996-09-04 11:30:00,UNP,,,,,52.4556,-116.1441,9/4/1996 11:30,HAC,60  minutes,9/4/1996 13:43,0.1,,,0.0,Ground,C2,Middle 1/3,,Undetermined,,N,,,CLM,0.0,Cloudy,HAC1H,,,,,,,,,,9/4/1996 13:43,0.1,9/4/1996 13:43,0.1,,,9/4/1996 15:30,0.1,0.1,A,N,?,Y,Y,POINT (422289.1993556707 5810002.908272025),Rocky Mountain House Forest Area,Rocky Mountain House,11.5,1996-09-04,967928,ND,1996-09-04,,6.0,3.9,86.37,5.9,0.0,0.0,5.9,11.0,,315,32.1,33.0,370.9,0.0,53.9,0.0,0.0,52.47,-116.07
321,936,E03009,1996,8/31/1996 16:35,1996-08-31 16:45:00,UNP,,,,,55.1911,-113.2081,,,,8/31/1996 17:00,0.1,,,0.0,Surface,C2,Flat,pump,Resident,,N,,,W,20.0,Cloudy,Public,,,,,,,,,,8/31/1996 17:55,0.2,8/31/1996 17:55,0.2,,,8/31/1996 18:45,0.2,0.2,B,,,Y,Y,POINT (614027.663620468 6115073.988143972),Lac La Biche Forest Area,Lac La Biche,16.75,1996-08-31,324792,CL,1996-08-31,,19.0,5.1,39.98,0.0,0.0,0.0,0.0,16.0,36.0,135,88.5,24.0,128.2,7.7,32.7,14.7,3.18,55.21,-113.2
322,968,S01011,1996,9/10/1996 17:38,1996-09-10 17:38:00,LKT,,,,,50.226,-114.4532,9/10/1996 17:38,HAC,30  minutes,9/10/1996 20:09,0.1,,,0.0,Ground,C3,Upper 1/3,"R/W for AM, flex tank",Recreation,,N,,,S,15.0,Clear,HAC1H,,,,,,,,,,9/10/1996 19:55,0.1,9/11/1996 7:45,0.1,,,9/11/1996 10:00,0.1,0.1,A,Y,?,Y,Y,POINT (538987.833738639 5561675.500794552),Calgary Forest Area,Calgary,17.63333333,1996-09-10,657802,HB,1996-09-10,,11.0,2.8,56.93,0.01,0.0,0.0,0.01,2.0,,315,,,,,,,,50.21,-114.46
337,894,S02028,1996,8/28/1996 9:20,1996-08-28 09:20:00,LKT,LC,DG,S,,51.0812,-115.123,,,,8/28/1996 9:59,0.5,,,1.0,Surface,C2,Middle 1/3,"Hac 7, IAC, wt, 2 squads",Undetermined,,N,,,W,10.0,Clear,Municipal District,,,,,,,,,,8/28/1996 10:19,0.5,8/28/1996 10:19,0.5,,,8/30/1996 7:00,0.5,0.5,B,,,N,Y,POINT (491387.6619030341 5656597.44271061),Calgary Forest Area,Calgary,9.333333333,1996-08-28,183987,BP,1996-08-28,,21.0,4.3,33.4,0.0,0.0,0.0,0.0,15.0,35.0,315,92.7,81.2,381.8,13.4,106.1,39.3,18.04,51.05,-115.08
344,1987,N01004,1997,5/5/1997 15:20,1997-05-05 15:20:00,LKT,HC,LG,M,,53.4718,-117.4223,5/5/1997 15:20,HAC,60  minutes,5/5/1997 17:39,0.1,,,0.0,Surface,O1a,Bottom,,Railroad,,N,,,SW,20.0,Cloudy,HAC1H,,,,,,,,,,5/5/1997 16:00,0.1,5/5/1997 17:39,2.0,,,5/6/1997 17:20,2.0,2.0,B,Y,?,Y,Y,POINT (339294.4255515109 5925116.09961318),Edson Forest Area,Edson,15.33333333,1997-05-05,989654,OB,1997-05-05,,7.5,-0.5,56.84,0.0,0.0,0.0,0.0,12.0,,45,,,,,,,,53.57,-117.5
345,1988,N01005,1997,5/5/1997 15:20,1997-05-05 15:20:00,LKT,HC,LG,M,,53.4791,-117.4099,,,,5/5/1997 17:39,0.1,,,0.5,Surface,O1a,Bottom,,Railroad,,N,,,SW,20.0,Cloudy,Industry,,,,,,,,,,5/5/1997 17:37,0.1,5/5/1997 21:45,0.4,,,5/6/1997 19:35,0.4,0.4,B,,,Y,Y,POINT (340144.4003266353 5925899.807310493),Edson Forest Area,Edson,15.33333333,1997-05-05,989654,OB,1997-05-05,,7.5,-0.5,56.84,0.0,0.0,0.0,0.0,12.0,,45,,,,,,,,53.57,-117.5
371,2346,N02011,1997,5/12/1997 3:35,1997-05-12 03:39:00,UNP,,,,,53.6192,-115.4723,5/12/1997 3:39,Forest Officer,Project Status,5/12/1997 5:31,0.3,,,0.0,Surface,O1a,Bottom,,Railroad,,N,,,CLM,0.0,Clear,Forest Officer,,,,,,,,,,5/12/1997 5:31,0.3,5/12/1997 5:31,0.3,,,5/12/1997 8:15,0.5,0.5,B,,Y,Y,Y,POINT (468771.7026668234 5938881.234898984),Edson Forest Area,Edson,3.65,1997-05-12,351190,CQ,1997-05-12,,22.0,1.6,25.94,0.0,0.0,0.0,0.0,25.0,50.0,135,91.7,30.8,160.1,19.2,41.6,31.9,12.5,53.61,-115.57
386,2566,E02006,1997,5/13/1997 14:40,1997-05-13 14:40:00,UNP,I,LG,N,,54.9113,-111.4348,5/13/1997 14:40,Man-up Crew,30  minutes,5/13/1997 15:35,0.3,,,0.0,Surface,D1,Flat,Nil ,Incendiary,,N,,,NW,16.0,Clear,Man-up Crew,,,,,,,,,,5/13/1997 15:35,0.3,5/13/1997 15:35,0.3,,,5/13/1997 17:15,0.5,0.5,B,Y,Y,Y,Y,POINT (728422.005623881 6088304.397883389),Lac La Biche Forest Area,Lac La Biche,14.66666667,1997-05-13,688530,HL,1997-05-13,,9.0,-4.6,37.86,0.01,0.0,0.0,0.01,16.0,,135,87.3,23.3,111.3,6.5,30.6,12.5,2.38,54.92,-111.34
392,2710,E02008,1997,5/14/1997 17:05,1997-05-14 17:06:00,LKT,LC,LG,M,,55.6299,-111.1076,5/14/1997 17:06,Man-up Crew,60  minutes,5/14/1997 17:35,1.0,,,2.0,Crown,C2,Flat,Nil,Resident,,N,,,SW,25.0,Clear,Man-up Crew,,,,,,,,,,5/14/1997 17:35,1.5,5/14/1997 17:52,1.5,,,5/14/1997 19:05,1.5,1.5,B,Y,Y,Y,Y,POINT (744908.8636602212 6169293.645170266),Lac La Biche Forest Area,Lac La Biche,17.1,1997-05-14,317410,CK,1997-05-14,,10.0,-2.9,40.21,0.0,0.0,0.0,0.0,25.0,40.0,45,88.7,26.1,142.7,12.6,35.9,22.2,6.6,55.62,-111.17
393,2726,S01009,1997,5/15/1997 8:40,1997-05-15 08:41:00,LKT,LC,LG,N,,49.4908,-114.3198,5/15/1997 8:41,HAC,60  minutes,5/15/1997 10:15,0.05,,,0.0,Surface,S2,Middle 1/3,no equipment required,Resident,,N,,,SW,20.0,Clear,HAC1H,,,,,,,,,,5/15/1997 10:48,0.05,5/15/1997 11:00,0.05,,,5/15/1997 12:00,0.5,0.5,B,Y,?,Y,Y,POINT (549240.9779334842 5480046.565613059),Calgary Forest Area,Calgary,8.683333333,1997-05-15,282295,CB,1997-05-15,,17.0,2.1,36.69,0.0,0.0,0.0,0.0,38.0,54.0,90,91.0,32.9,106.0,33.6,37.1,43.6,21.74,49.43,-114.36
398,2846,S04006,1997,5/15/1997 13:50,1997-05-15 13:53:00,LKT,LC,LG,S,,53.0212,-115.3965,5/15/1997 13:53,HAC,3 minutes,5/15/1997 18:16,0.01,,,0.0,Crown,M2,Bottom,,Lightning,,N,,,W,5.0,CB Wet,HAC1H,,,,,,,,,,5/15/1997 14:20,0.01,5/15/1997 14:20,0.01,,,5/15/1997 14:53,0.01,0.01,A,Y,?,Y,Y,POINT (473414.4745372833 5872351.551773793),Rocky Mountain House Forest Area,Rocky Mountain House,13.88333333,1997-05-15,225985,BZ,1997-05-15,,21.0,4.3,33.4,0.0,0.0,0.0,0.0,5.0,,90,91.7,41.9,197.3,7.1,54.7,18.1,4.6,53.04,-115.44
410,3507,S04010,1997,5/29/1997 16:15,1997-05-29 16:16:00,LKT,LC,LG,S,,52.9723,-115.3518,5/29/1997 16:16,HAC,60  minutes,5/29/1997 17:40,0.01,,,0.0,Surface,C2,Middle 1/3,,Lightning,,N,,,E,5.0,CB Wet,HAC1H,,,,,,,,,,5/29/1997 17:40,0.01,5/29/1997 17:40,0.01,,,5/29/1997 18:10,0.1,0.1,A,Y,?,Y,Y,POINT (476384.9580965336 5866898.402519122),Rocky Mountain House Forest Area,Rocky Mountain House,16.26666667,1997-05-29,225999,BZ,1997-05-29,,20.0,8.8,48.43,0.0,0.0,0.0,0.0,6.0,,315,81.8,11.5,147.6,1.9,19.2,2.8,0.17,53.04,-115.44
415,3688,N02018,1997,6/1/1997 21:05,1997-06-01 21:15:00,LKT,LC,LG,S,,53.6465,-115.6292,6/1/1997 21:15,HAC,60  minutes,6/1/1997 22:26,0.1,,,0.0,Surface,O1a,Bottom,Hand tools,Railroad,,N,,,W,10.0,Clear,HAC1H,,,,,,,,,,6/1/1997 22:45,0.1,6/1/1997 22:45,0.1,,,6/2/1997 12:13,0.1,0.1,A,Y,?,Y,Y,POINT (458424.4892202083 5941997.475447185),Edson Forest Area,Edson,21.25,1997-06-01,351210,CQ,1997-06-01,,20.5,4.8,35.67,1.0,0.0,0.0,1.0,20.0,42.0,135,86.3,19.3,158.3,6.9,29.5,12.8,2.48,53.61,-115.57
426,2858,S03014,1997,5/15/1997 14:11,1997-05-15 14:14:00,LKT,LC,LG,S,,52.745,-115.627,5/15/1997 14:14,Air Tanker,5  minutes,5/15/1997 19:40,4.0,,,0.1,Surface,C3,Flat,Should have fire contained by frid ,Lightning,,N,,,N,5.0,Rainshowers,Air Tanker,,,,,,,,,,5/16/1997 9:11,10.0,5/16/1997 9:11,10.0,,,5/23/1997 10:00,10.0,10.0,C,N,Y,Y,N,POINT (457691.4664079156 5841750.257182842),Rocky Mountain House Forest Area,Rocky Mountain House,14.23333333,1997-05-15,47077,AU,1997-05-15,,19.0,3.8,36.5,0.0,0.0,0.0,0.0,4.0,,45,92.0,33.9,288.2,7.0,52.3,17.5,4.31,52.65,-115.72
442,864,S03023,1996,8/14/1996 19:45,1996-08-14 19:50:00,AIR,,,,,51.7403,-115.3056,8/14/1996 19:50,RAP,5  minutes,8/14/1996 20:11,0.1,,,0.1,Surface,C2,Bottom,NIL,Lightning,,N,,,E,10.0,Cloudy,HAC1R,,,,,,,,,,8/14/1996 20:15,0.1,8/14/1996 20:25,0.1,,,8/14/1996 22:05,0.1,0.1,A,Y,?,Y,Y,POINT (478907.6756268512 5729904.669614675),Rocky Mountain House Forest Area,Rocky Mountain House,19.83333333,1996-08-14,70386,B3,1996-08-14,,25.6,6.0,27.0,0.0,0.0,0.0,0.0,14.0,21.0,315,92.6,47.7,310.2,12.6,68.9,30.6,11.61,51.65,-115.36
442,864,S03023,1996,8/14/1996 19:45,1996-08-14 19:50:00,AIR,,,,,51.7403,-115.3056,8/14/1996 19:50,RAP,5  minutes,8/14/1996 20:11,0.1,,,0.1,Surface,C2,Bottom,NIL,Lightning,,N,,,E,10.0,Cloudy,HAC1R,,,,,,,,,,8/14/1996 20:15,0.1,8/14/1996 20:25,0.1,,,8/14/1996 22:05,0.1,0.1,A,Y,?,Y,Y,POINT (478907.6756268512 5729904.669614675),Rocky Mountain House Forest Area,Rocky Mountain House,19.83333333,1996-08-14,146816,BH,1996-08-14,,21.5,3.7,31.05,0.0,0.0,0.0,0.0,6.0,,360,90.6,25.1,207.9,6.3,38.6,13.8,2.83,51.71,-115.22
443,866,S03024,1996,8/15/1996 20:40,1996-08-15 20:46:00,LKT,HC,MG,N,,52.5993,-116.0451,,,,8/15/1996 20:48,0.01,,,0.0,Ground,S2,Middle 1/3,,Other Industry,,N,,,W,5.0,Clear,Industry,,,,,,,,,,8/15/1996 20:46,0.01,8/15/1996 21:00,0.01,8/15/1996 21:18,0.01,8/15/1996 21:19,0.01,0.01,A,,,Y,Y,POINT (429244.7009912857 5825878.116081156),Rocky Mountain House Forest Area,Rocky Mountain House,20.76666667,1996-08-15,218416,BY,1996-08-15,,16.0,8.0,59.0,0.01,0.0,0.0,0.01,10.0,,270,87.3,16.2,144.0,4.8,25.3,8.8,1.27,52.53,-116.13
447,752,E01035,1996,7/23/1996 16:46,1996-07-23 16:57:00,LKT,LC,LG,S,,57.8242,-113.2811,7/23/1996 16:57,RAP,60  minutes,7/23/1996 20:00,0.01,,,0.1,Ground,C2,Flat,,Lightning,,N,,,S,15.0,Cloudy,HAC1R,,,,,,,,,,7/23/1996 20:10,0.02,7/23/1996 20:10,0.02,,,7/23/1996 21:10,0.02,0.02,A,Y,?,Y,Y,POINT (602052.8141438576 6407869.254795161),Fort McMurray Forest Area,Fort McMurray,16.95,1996-07-23,471142,ED,1996-07-23,,21.5,11.7,53.61,0.0,0.0,0.0,0.0,7.0,,135,85.1,13.1,231.3,3.0,22.9,5.4,0.54,57.85,-113.25
468,1623,N02006,1997,4/26/1997 16:00,1997-04-26 16:15:00,UNP,,,,,53.5973,-115.5891,4/26/1997 16:15,Forest Officer,60  minutes,4/26/1997 17:12,0.5,,,0.0,Surface,O1a,Upper 1/3,,Resident,,N,,,SE,12.0,Clear,Forest Officer,,,,,,,,,,4/26/1997 17:00,0.5,4/26/1997 17:00,0.5,,,4/26/1997 17:14,0.5,0.5,B,Y,Y,Y,Y,POINT (461028.845543449 5936503.394391218),Edson Forest Area,Edson,16.25,1997-04-26,351174,CQ,1997-04-26,,14.0,1.7,43.22,0.0,0.0,0.0,0.0,8.0,,315,,,,,,,,53.61,-115.57
483,4073,N01011,1997,,1997-06-07 14:58:00,UNP,,,,,53.4555,-117.7879,,,,6/7/1997 18:40,0.01,,,0.0,Crown,O1a,Flat,,Miscellaneous Known,,N,,,S,10.0,Cloudy,Public,,,,,,,,,,6/7/1997 14:50,0.01,6/7/1997 14:50,0.01,,,6/7/1997 15:55,0.01,0.01,A,,,Y,Y,POINT (314973.2941026221 5924190.690784792),Edson Forest Area,Edson,14.96666667,1997-06-07,39536,AT,1997-06-07,,17.0,-4.7,22.26,0.0,0.0,0.0,0.0,19.0,34.0,45,90.9,25.8,71.7,12.7,27.2,19.6,5.25,53.41,-117.79
490,4391,S02026,1997,6/16/1997 20:45,1997-06-16 20:50:00,LKT,LC,LG,S,,51.1249,-115.024,6/16/1997 20:50,Forest Officer,Project Status,6/16/1997 21:50,1.0,,,0.5,Surface,O1b,Flat,,Railroad,,N,,,W,25.0,Cloudy,Forest Officer,,,,,,,,,,6/16/1997 22:19,1.0,6/16/1997 22:19,1.0,,,6/16/1997 23:22,1.0,1.0,B,,Y,Y,Y,POINT (498321.1271692063 5661448.270641132),Calgary Forest Area,Calgary,20.83333333,1997-06-16,184051,BP,1997-06-16,,13.5,-0.5,38.08,0.01,0.0,0.0,0.01,30.0,55.0,45,87.4,16.4,55.3,13.5,18.8,17.1,4.16,51.05,-115.08
491,4411,W01005,1997,6/17/1997 16:11,1997-06-17 16:13:00,LKT,LC,LG,S,,54.374,-119.0049,6/17/1997 16:13,HAC,60  minutes,6/17/1997 17:51,0.01,,,0.1,Ground,S2,Flat,NIL,Lightning,,N,,,NE,15.0,Cloudy,HAC1H,,,,,,,,,,6/17/1997 17:51,0.01,6/17/1997 18:00,0.01,,,6/17/1997 18:54,0.01,0.01,A,Y,?,Y,Y,POINT (240011.52611971 6030114.211357089),Grande Prairie Forest Area,Grande Prairie,16.21666667,1997-06-17,752181,KA,1997-06-17,,17.5,5.4,44.85,1.2,0.0,0.0,1.2,10.0,,45,82.6,17.3,115.9,2.6,25.2,4.8,0.44,54.42,-118.98
509,5554,N01013,1997,7/21/1997 14:22,1997-07-21 14:27:00,LKT,LC,LG,S,,54.0212,-118.197,7/21/1997 14:27,HAC,3 minutes,7/21/1997 14:56,0.01,,,0.5,Surface,C2,Middle 1/3,NONE AT THIS TIME,Lightning,,N,,,SW,20.0,Cloudy,HAC1H,,,,,,,,,,7/21/1997 16:20,0.01,7/21/1997 16:20,0.01,,,7/21/1997 16:38,0.01,0.01,A,N,?,Y,Y,POINT (290662.0305314186 5988213.361271817),Edson Forest Area,Edson,14.45,1997-07-21,710517,HU,1997-07-21,,26.0,5.7,27.24,0.0,0.0,0.0,0.0,18.0,,315,92.3,19.9,58.8,14.8,21.6,19.5,5.24,53.99,-118.19
513,5635,S03019,1997,7/22/1997 13:12,1997-07-22 13:18:00,LKT,LC,LG,S,,52.4708,-116.1497,7/22/1997 13:18,HAC,3 minutes,7/22/1997 13:34,0.01,,,0.0,Ground,C2,Flat,NIL,Lightning,,N,,,W,25.0,Clear,HAC1H,,,,,,,,,,7/22/1997 14:40,0.01,7/22/1997 15:08,0.01,,,7/22/1997 17:22,0.01,0.01,A,Y,?,Y,Y,POINT (421935.7367165682 5811698.902609108),Rocky Mountain House Forest Area,Rocky Mountain House,13.3,1997-07-22,218517,BY,1997-07-22,,18.0,9.4,57.14,5.7,0.0,0.0,5.7,25.0,,90,67.0,6.4,156.7,2.0,11.7,2.0,0.09,52.53,-116.13
513,5635,S03019,1997,7/22/1997 13:12,1997-07-22 13:18:00,LKT,LC,LG,S,,52.4708,-116.1497,7/22/1997 13:18,HAC,3 minutes,7/22/1997 13:34,0.01,,,0.0,Ground,C2,Flat,NIL,Lightning,,N,,,W,25.0,Clear,HAC1H,,,,,,,,,,7/22/1997 14:40,0.01,7/22/1997 15:08,0.01,,,7/22/1997 17:22,0.01,0.01,A,Y,?,Y,Y,POINT (421935.7367165682 5811698.902609108),Rocky Mountain House Forest Area,Rocky Mountain House,13.3,1997-07-22,968098,ND,1997-07-22,,19.5,4.6,37.42,1.0,0.0,0.0,1.0,12.0,35.0,135,86.4,22.7,301.4,4.7,38.2,10.9,1.85,52.47,-116.07
515,6246,S03027,1997,7/31/1997 15:15,1997-07-31 15:20:00,AIR,,,,,51.7548,-115.2701,,,,7/31/1997 15:30,0.2,,,0.1,Surface,C2,Bottom,,Lightning,,N,,,CLM,0.0,Clear,Industry,,,,,,,,,,7/31/1997 15:45,0.2,7/31/1997 17:00,0.2,,,7/31/1997 18:50,0.2,0.2,B,,,Y,Y,POINT (481363.8269975656 5731507.016114308),Rocky Mountain House Forest Area,Rocky Mountain House,15.33333333,1997-07-31,146940,BH,1997-07-31,,19.0,0.9,29.68,0.0,0.0,0.0,0.0,4.0,,360,85.2,20.2,206.9,2.7,32.5,5.9,0.64,51.71,-115.22
516,4746,W03017,1997,7/2/1997 20:25,1997-07-02 20:27:00,LKT,LC,LG,S,,57.6337,-114.5373,7/2/1997 20:27,Man-up Crew,60  minutes,7/2/1997 22:00,1.0,,,0.0,Surface,C2,Flat,4 men hand tools,Lightning,,N,,,CLM,0.0,Clear,Man-up Crew,,,,,,,,,,7/3/1997 12:15,1.0,7/3/1997 14:00,1.0,,,7/3/1997 14:50,1.0,1.0,B,N,Y,N,Y,POINT (527617.3713206983 6385468.025569638),High Level Forest Area,High Level,20.45,1997-07-02,495412,F1,1997-07-02,,20.5,11.0,53.0,0.0,0.0,0.0,0.0,6.0,15.0,180,88.6,35.5,344.2,4.7,56.4,13.6,2.76,57.65,-114.53
